page_a,page_b,shared_intent,page_a_type,page_b_type,similarity,risk,current_differentiation,recommended_action
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/calculators/pool-turnover-rate-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.182,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/calculators/volume-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.182,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-shock-calculator,https://waterbalancetools.com/calculators/volume-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.175,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/hot-tub-shock-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.172,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-turnover-rate-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.17,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-alkalinity-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.167,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.164,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.163,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-volume-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.162,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/calculators/pool-ph-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.162,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.154,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/hot-tub-ph-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.152,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/spa-volume-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.151,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/calculators/pool-shock-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.15,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-ph-calculator,https://waterbalancetools.com/calculators/pool-shock-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.146,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/volume-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.143,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-ph-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.137,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/chemical-calculator,https://waterbalancetools.com/calculators/pool-shock-calculator,calculator hub (exhaustive pairwise),calculator,calculator,0.13,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-alkalinity-calculator,https://waterbalancetools.com/guides/alkalinity-guide,pool alkalinity,calculator,guide,0.084,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/charts/pool-chemical-levels-chart,https://waterbalancetools.com/charts/pool-water-balance-chart,chart hub (exhaustive pairwise),chart,chart,0.079,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/guides/chlorine-guide,https://waterbalancetools.com/guides/chlorine/why-pool-chlorine-disappears-overnight,pool chlorine,guide,guide,0.078,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/guides/hot-tub/hot-tub-chlorine-too-high,hot tub chlorine,calculator,guide,0.069,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-to-7-4,pool ph,guide,programmatic-longtail,0.068,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/guides/ph/how-to-lower-pool-ph,pool ph,guide,guide,0.066,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/guides/ph/why-pool-ph-keeps-rising,pool ph,guide,guide,0.066,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator,https://waterbalancetools.com/guides/advanced/cya-stabilizer-explained,cyanuric acid,calculator,guide,0.066,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-ph-calculator,https://waterbalancetools.com/guides/hot-tub/hot-tub-ph-too-low,hot tub ph,calculator,guide,0.065,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4,pool ph,guide,programmatic-longtail,0.062,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph,pool ph,guide,guide,0.061,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2,pool ph,guide,programmatic-longtail,0.061,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4,pool ph,guide,programmatic-longtail,0.061,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-to-7-4,pool ph,guide,programmatic-longtail,0.06,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/charts/pool-water-balance-chart,https://waterbalancetools.com/pool-ph-levels-chart,chart hub (exhaustive pairwise),chart,chart,0.06,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph,pool ph,guide,guide,0.059,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-to-7-4,pool ph,guide,programmatic-longtail,0.059,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2,pool ph,guide,programmatic-longtail,0.059,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,https://waterbalancetools.com/guides/hot-tub/hot-tub-chlorine-too-low,hot tub chlorine,calculator,guide,0.059,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/why-pool-ph-keeps-rising,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4,pool ph,guide,programmatic-longtail,0.057,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/charts/pool-chemical-levels-chart,https://waterbalancetools.com/pool-chemical-levels-chart,pool chemical,chart,chart,0.057,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/guides/ph-guide,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-8-to-7-5,pool ph,guide,programmatic-longtail,0.056,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/does-rain-lower-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-8-to-7-5,pool ph,guide,programmatic-longtail,0.056,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/how-to-lower-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2,pool ph,guide,programmatic-longtail,0.056,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4,pool ph,guide,programmatic-longtail,0.056,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/charts/pool-chemical-levels-chart,https://waterbalancetools.com/pool-ph-levels-chart,chart hub (exhaustive pairwise),chart,chart,0.056,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/charts/pool-water-balance-chart,https://waterbalancetools.com/pool-chemical-levels-chart,chart hub (exhaustive pairwise),chart,chart,0.056,LOW,same format,KEEP SEPARATE
https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph,https://waterbalancetools.com/programmatic/ph/how-to-adjust-ph-from-8-to-7-5,pool ph,guide,programmatic-longtail,0.054,LOW,different formats (guide vs programmatic-longtail),KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-chlorine-calculator,https://waterbalancetools.com/guides/chlorine/why-pool-chlorine-disappears-overnight,pool chlorine,calculator,guide,0.053,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-ph-calculator,https://waterbalancetools.com/guides/ph-guide,pool ph,calculator,guide,0.053,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/calculators/pool-ph-calculator,https://waterbalancetools.com/guides/ph/what-causes-high-pool-ph,pool ph,calculator,guide,0.053,LOW,different formats (calculator vs guide),KEEP SEPARATE
https://waterbalancetools.com/academy/fundamentals/how-water-balance-works,https://waterbalancetools.com/academy/water-balance/,water balance,academy-article,academy-article,0.039,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/academy/fundamentals/how-water-balance-works,https://waterbalancetools.com/academy/water-balance/water-balance-order,water balance,academy-article,academy-article,0.022,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/charts/hot-tub-chemical-levels-chart,https://waterbalancetools.com/hot-tub-chemical-levels-chart,hot tub chemical,chart,chart,0.005,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/academy/equipment/pool-pumps,https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist,turnover,academy-article,academy-article,0.004,LOW,"same format, different cluster",KEEP SEPARATE
https://waterbalancetools.com/charts/pool-chemical-levels-chart,https://waterbalancetools.com/salt-water-pool-chemical-levels-chart,pool chemical,chart,chart,0.003,LOW,"same format, different cluster",KEEP SEPARATE
